proteinID	LocusTag	location	proteinID2	description	strand	geneStart	geneEnd	gap_start	gap_end	gap_length	gap_treatment	gap_strand	overlap_type
AGU55541.1	RSAU_001762	complement(1888808..1889323)	AGU55541.1	type 1 glutamine amidotransferase (GATase1)-like protein	-	1888808	1889323	1844364	1901048	56684	PASN	+	Gene within gap
AGU55542.1	RSAU_001763	complement(1889453..1889614)	AGU55542.1	hypothetical protein	-	1889453	1889614	1844364	1901048	56684	PASN	+	Gene within gap
AGU55543.1	RSAU_001764	1889838..1890989	AGU55543.1	YfkA/YfkB-like protein	+	1889838	1890989	1844364	1901048	56684	PASN	+	Gene within gap
AGU55544.1	RSAU_001765	complement(1891249..1891779)	AGU55544.1	cytosolic long-chain acyl-CoA thioester hydrolase, putative	-	1891249	1891779	1844364	1901048	56684	PASN	+	Gene within gap
AGU55545.1	RSAU_001766	complement(1891869..1893116)	AGU55545.1	aminopeptidase	-	1891869	1893116	1844364	1901048	56684	PASN	+	Gene within gap
AGU55546.1	RSAU_001767	complement(1893128..1893328)	AGU55546.1	putative staphylococcal protein	-	1893128	1893328	1844364	1901048	56684	PASN	+	Gene within gap
AGU55547.1	RSAU_001768	1893475..1893939	AGU55547.1	low molecular weight protein-tyrosine-phosphatase	+	1893475	1893939	1844364	1901048	56684	PASN	+	Gene within gap
AGU55548.1	RSAU_001769	1893946..1894221	AGU55548.1	putative staphylococcal protein	+	1893946	1894221	1844364	1901048	56684	PASN	+	Gene within gap
AGU55549.1	RSAU_001770	1894499..1895716	AGU55549.1	BrkB-like complement resistance virulence factor, putative	+	1894499	1895716	1844364	1901048	56684	PASN	+	Gene within gap
AGU55550.1	RSAU_001771	complement(1895829..1896458)	AGU55550.1	two-component response regulator VraR, putative	-	1895829	1896458	1844364	1901048	56684	PASN	+	Gene within gap
AGU55551.1	RSAU_001772	complement(1896448..1897491)	AGU55551.1	two-component sensor histidine kinase VraS	-	1896448	1897491	1844364	1901048	56684	PASN	+	Gene within gap
AGU55552.1	RSAU_001773	complement(1897488..1898189)	AGU55552.1	membrane protein with DUF2154	-	1897488	1898189	1844364	1901048	56684	PASN	+	Gene within gap
AGU55553.1	RSAU_001774	complement(1898204..1898590)	AGU55553.1	putative staphylococcal protein	-	1898204	1898590	1844364	1901048	56684	PASN	+	Gene within gap
AGU55554.1	RSAU_001775	complement(1898807..1899565)	AGU55554.1	methionine aminopeptidase 1	-	1898807	1899565	1844364	1901048	56684	PASN	+	Gene within gap
AGU55555.1	RSAU_001776	1900035..1901021	AGU55555.1	Fusaric acid resistance protein-like membrane protein, putative	+	1900035	1901021	1844364	1901048	56684	PASN	+	Gene within gap
AGU56200.1	RSAU_002448	complement(2600296..2601792)	AGU56200.1	malate:quinone oxidoreductase 2	-	2600296	2601792	2600224	2653758	53534	PASN	+	Gene within gap
AGU56201.1	RSAU_002449	complement(2602477..2604096)	AGU56201.1	acetate-CoA ligase, AMP-dependent	-	2602477	2604096	2600224	2653758	53534	PASN	+	Gene within gap
AGU56202.1	RSAU_002450	complement(2604269..2604748)	AGU56202.1	antibiotic biosynthesis monooxygenase	-	2604269	2604748	2600224	2653758	53534	PASN	+	Gene within gap
AGU56203.1	RSAU_002451	complement(2604992..2605204)	AGU56203.1	hypothetical protein	-	2604992	2605204	2600224	2653758	53534	PASN	+	Gene within gap
AGU56204.1	RSAU_002452	complement(2605484..2607193)	AGU56204.1	choline dehydrogenase CDH	-	2605484	2607193	2600224	2653758	53534	PASN	+	Gene within gap
AGU56205.1	RSAU_002453	complement(2607454..2608944)	AGU56205.1	glycine betaine aldehyde dehydrogenase	-	2607454	2608944	2600224	2653758	53534	PASN	+	Gene within gap
AGU56206.1	RSAU_002454	2609197..2609760	AGU56206.1	transcriptional regulator, putative	+	2609197	2609760	2600224	2653758	53534	PASN	+	Gene within gap
AGU56207.1	RSAU_002455	complement(2609948..2610634)	AGU56207.1	metallo-beta-lactamase superfamily protein	-	2609948	2610634	2600224	2653758	53534	PASN	+	Gene within gap
AGU56208.1	RSAU_002456	complement(2610898..2612520)	AGU56208.1	glycine betaine transporter, putative	-	2610898	2612520	2600224	2653758	53534	PASN	+	Gene within gap
AGU56209.1	RSAU_002457	complement(2613039..2613575)	AGU56209.1	anaerobic ribonucleotide reductase, small chain	-	2613039	2613575	2600224	2653758	53534	PASN	+	Gene within gap
AGU56210.1	RSAU_002458	complement(2613572..2615422)	AGU56210.1	anaerobic ribonucleoside triphosphate reductase, large chain	-	2613572	2615422	2600224	2653758	53534	PASN	+	Gene within gap
AGU56211.1	RSAU_002459	complement(2615670..2617040)	AGU56211.1	citrate transporter, putative	-	2615670	2617040	2600224	2653758	53534	PASN	+	Gene within gap
AGU56212.1	RSAU_002460	complement(2617516..2618121)	AGU56212.1	precorrin-2 dehydrogenase	-	2617516	2618121	2600224	2653758	53534	PASN	+	Gene within gap
AGU56213.1	RSAU_002461	complement(2618184..2620064)	AGU56213.1	sulfite reductase (NADPH) flavoprotein, alpha chain	-	2618184	2620064	2600224	2653758	53534	PASN	+	Gene within gap
AGU56214.1	RSAU_002462	complement(2620460..2620957)	AGU56214.1	glutathione peroxidase GpxA	-	2620460	2620957	2600224	2653758	53534	PASN	+	Gene within gap
AGU56215.1	RSAU_002463	complement(2620967..2621227)	AGU56215.1	hypothetical protein	-	2620967	2621227	2600224	2653758	53534	PASN	+	Gene within gap
AGU56216.1	RSAU_002464	complement(2621652..2621765)	AGU56216.1	hypothetical protein	-	2621652	2621765	2600224	2653758	53534	PASN	+	Gene within gap
AGU56217.1	RSAU_002465	complement(2622381..2624381)	AGU56217.1	membrane protein, putative	-	2622381	2624381	2600224	2653758	53534	PASN	+	Gene within gap
AGU56218.1	RSAU_002466	complement(2624378..2625133)	AGU56218.1	ABC transporter, ATP-binding protein, putative	-	2624378	2625133	2600224	2653758	53534	PASN	+	Gene within gap
AGU56219.1	RSAU_002467	complement(2625241..2626128)	AGU56219.1	two-component sensor histidine kinase, putative	-	2625241	2626128	2600224	2653758	53534	PASN	+	Gene within gap
AGU56220.1	RSAU_002468	complement(2626139..2626804)	AGU56220.1	two-component sensor response regulator, putative	-	2626139	2626804	2600224	2653758	53534	PASN	+	Gene within gap
AGU56221.1	RSAU_002469	complement(2626830..2627030)	AGU56221.1	hypothetical protein	-	2626830	2627030	2600224	2653758	53534	PASN	+	Gene within gap
AGU56222.1	RSAU_002470	2627228..2628460	AGU56222.1	alkaline phosphatase III, precursor	+	2627228	2628460	2600224	2653758	53534	PASN	+	Gene within gap
AGU56223.1	RSAU_002471	complement(2628935..2629390)	AGU56223.1	transcriptional regulator, MarR family	-	2628935	2629390	2600224	2653758	53534	PASN	+	Gene within gap
AGU56224.1	RSAU_002472	complement(2629635..2630396)	AGU56224.1	tributyrin esterase EstA	-	2629635	2630396	2600224	2653758	53534	PASN	+	Gene within gap
AGU56225.1	RSAU_002473	complement(2630512..2633115)	AGU56225.1	clumping factor B (ClfB)	-	2630512	2633115	2600224	2653758	53534	PASN	+	Gene within gap
AGU56226.1	RSAU_002474	complement(2633465..2634169)	AGU56226.1	transcriptional regulator, Crp/Fnr family	-	2633465	2634169	2600224	2653758	53534	PASN	+	Gene within gap
AGU56227.1	RSAU_002475	complement(2634268..2635236)	AGU56227.1	carbamate kinase ArcC2	-	2634268	2635236	2600224	2653758	53534	PASN	+	Gene within gap
AGU56228.1	RSAU_002476	complement(2635226..2636656)	AGU56228.1	arginine/oirnithine antiporter ArcD	-	2635226	2636656	2600224	2653758	53534	PASN	+	Gene within gap
AGU56229.1	RSAU_002478	complement(2637789..2639024)	AGU56229.1	arginine deiminase	-	2637789	2639024	2600224	2653758	53534	PASN	+	Gene within gap
AGU56230.1	RSAU_002479	complement(2639371..2639820)	AGU56230.1	arginine repressor ArgR	-	2639371	2639820	2600224	2653758	53534	PASN	+	Gene within gap
AGU56231.1	RSAU_002480	complement(2640187..2641716)	AGU56231.1	zinc metalloproteinase aureolysin Aur	-	2640187	2641716	2600224	2653758	53534	PASN	+	Gene within gap
AGU56232.1	RSAU_002481	complement(2642130..2642657)	AGU56232.1	immunodominant antigen B IsaB	-	2642130	2642657	2600224	2653758	53534	PASN	+	Gene within gap
AGU56233.1	RSAU_002482	2642916..2643374	AGU56233.1	hypothetical protein	+	2642916	2643374	2600224	2653758	53534	PASN	+	Gene within gap
AGU56234.1	RSAU_002483	2643614..2645488	AGU56234.1	transcriptional antiterminator, BglG family	+	2643614	2645488	2600224	2653758	53534	PASN	+	Gene within gap
AGU56235.1	RSAU_002484	2645565..2647517	AGU56235.1	fructose-specific PTS system, IIABC component	+	2645565	2647517	2600224	2653758	53534	PASN	+	Gene within gap
AGU56236.1	RSAU_002485	2647531..2648469	AGU56236.1	mannose-6-phosphate isomerase	+	2647531	2648469	2600224	2653758	53534	PASN	+	Gene within gap
AGU56237.1	RSAU_002486	complement(2648581..2651562)	AGU56237.1	phage infection protein, putative	-	2648581	2651562	2600224	2653758	53534	PASN	+	Gene within gap
AGU56238.1	RSAU_002487	2651773..2653632	AGU56238.1	N-acetylmuramoyl-L-alanine amidase	+	2651773	2653632	2600224	2653758	53534	PASN	+	Gene within gap
AGU54321.1	RSAU_000470	512547..513434	AGU54321.1	pyridoxal biosynthesis lyase PdxS, putative	+	512547	513434	512549	557740	45191	PASN	-	Gene end in gap
AGU54322.1	RSAU_000471	513438..513998	AGU54322.1	glutamine amidotransferase family protein	+	513438	513998	512549	557740	45191	PASN	-	Gene within gap
AGU54323.1	RSAU_000472	complement(514206..515420)	AGU54323.1	nucleoside permease NupC, putative	-	514206	515420	512549	557740	45191	PASN	-	Gene within gap
AGU54324.1	RSAU_000473	515578..516039	AGU54324.1	Transcriptional regulator ctsR	+	515578	516039	512549	557740	45191	PASN	-	Gene within gap
AGU54325.1	RSAU_000474	516058..516624	AGU54325.1	UvrB/UvrC domain protein	+	516058	516624	512549	557740	45191	PASN	-	Gene within gap
AGU54326.1	RSAU_000475	516611..517621	AGU54326.1	ATP:guanido phosphotransferase, putative	+	516611	517621	512549	557740	45191	PASN	-	Gene within gap
AGU54327.1	RSAU_000476	517740..520091	AGU54327.1	ATP-dependent Clp protease ATP-binding subunit ClpC	+	517740	520091	512549	557740	45191	PASN	-	Gene within gap
AGU54328.1	RSAU_000477	520576..521940	AGU54328.1	DNA repair protein RadA	+	520576	521940	512549	557740	45191	PASN	-	Gene within gap
AGU54329.1	RSAU_000478	521965..523038	AGU54329.1	PIN-YacL domain protein	+	521965	523038	512549	557740	45191	PASN	-	Gene within gap
AGU54330.1	RSAU_000479	523595..525049	AGU54330.1	glutamyl-tRNA synthetase GluRS	+	523595	525049	512549	557740	45191	PASN	-	Gene within gap
AGU54331.1	RSAU_000480	525473..526120	AGU54331.1	serine O-acetyltransferase	+	525473	526120	512549	557740	45191	PASN	-	Gene within gap
AGU54332.1	RSAU_000481	526104..527504	AGU54332.1	cysteinyl-tRNA synthetase	+	526104	527504	512549	557740	45191	PASN	-	Gene within gap
AGU54333.1	RSAU_000482	527497..527901	AGU54333.1	ribonuclease III, putative	+	527497	527901	512549	557740	45191	PASN	-	Gene within gap
AGU54334.1	RSAU_000483	527909..528655	AGU54334.1	tRNA/rRNA methyltransferase, TrmH family, putative	+	527909	528655	512549	557740	45191	PASN	-	Gene within gap
AGU54335.1	RSAU_000484	528655..529179	AGU54335.1	YacP-like NYN domain protein	+	528655	529179	512549	557740	45191	PASN	-	Gene within gap
AGU54336.1	RSAU_000485	529260..529829	AGU54336.1	RNA polymerase sigma factor, putative	+	529260	529829	512549	557740	45191	PASN	-	Gene within gap
AGU54337.1	RSAU_000486	529944..530087	AGU54337.1	50S ribosomal protein L33	+	529944	530087	512549	557740	45191	PASN	-	Gene within gap
AGU54338.1	RSAU_000487	530143..530325	AGU54338.1	preprotein translocase, SecE subunit	+	530143	530325	512549	557740	45191	PASN	-	Gene within gap
AGU54339.1	RSAU_000488	530338..530886	AGU54339.1	transcription antitermination protein NusG	+	530338	530886	512549	557740	45191	PASN	-	Gene within gap
AGU54340.1	RSAU_000489	531067..531489	AGU54340.1	50S ribosomal protein L11	+	531067	531489	512549	557740	45191	PASN	-	Gene within gap
AGU54341.1	RSAU_000490	531697..532389	AGU54341.1	50S ribosomal protein L1	+	531697	532389	512549	557740	45191	PASN	-	Gene within gap
AGU54342.1	RSAU_000491	532661..533161	AGU54342.1	50S ribosomal protein L10	+	532661	533161	512549	557740	45191	PASN	-	Gene within gap
AGU54343.1	RSAU_000492	533204..533572	AGU54343.1	50S ribosomal protein L7/L12	+	533204	533572	512549	557740	45191	PASN	-	Gene within gap
AGU54344.1	RSAU_000493	533747..534355	AGU54344.1	S-adenosylmethionine-dependent methyltransferase, small subunit, putative	+	533747	534355	512549	557740	45191	PASN	-	Gene within gap
AGU54345.1	RSAU_000494	534570..538121	AGU54345.1	DNA-dependent RNA polymerase, beta subunit	+	534570	538121	512549	557740	45191	PASN	-	Gene within gap
AGU54346.1	RSAU_000495	538258..541881	AGU54346.1	DNA directed RNA polymerase beta-prime chain, putative	+	538258	541881	512549	557740	45191	PASN	-	Gene within gap
AGU54347.1	RSAU_000496	542018..542272	AGU54347.1	ribosomal protein L7Ae/L30e/S12e/Gadd45	+	542018	542272	512549	557740	45191	PASN	-	Gene within gap
AGU54348.1	RSAU_000497	542370..542783	AGU54348.1	30S ribosomal protein S12	+	542370	542783	512549	557740	45191	PASN	-	Gene within gap
AGU54349.1	RSAU_000498	542849..543319	AGU54349.1	30S ribosomal protein S7	+	542849	543319	512549	557740	45191	PASN	-	Gene within gap
AGU54350.1	RSAU_000499	543442..545523	AGU54350.1	translation elongation factor G	+	543442	545523	512549	557740	45191	PASN	-	Gene within gap
AGU54351.1	RSAU_000500	545740..546924	AGU54351.1	translation elongation factor Tu	+	545740	546924	512549	557740	45191	PASN	-	Gene within gap
AGU54352.1	RSAU_000501	complement(547206..548381)	AGU54352.1	peptidase, M20-M25-M40 family	-	547206	548381	512549	557740	45191	PASN	-	Gene within gap
AGU54353.1	RSAU_000502	548552..549739	AGU54353.1	2-amino-3-ketobutyrate coenzyme A ligase, putative	+	548552	549739	512549	557740	45191	PASN	-	Gene within gap
AGU54354.1	RSAU_000503	550005..550883	AGU54354.1	chaperone protein HchA	+	550005	550883	512549	557740	45191	PASN	-	Gene within gap
AGU54355.1	RSAU_000504	551039..552679	AGU54355.1	ribulokinase	+	551039	552679	512549	557740	45191	PASN	-	Gene within gap
AGU54356.1	RSAU_000505	552893..553858	AGU54356.1	putative epimerase/dehydratase	+	552893	553858	512549	557740	45191	PASN	-	Gene within gap
AGU54357.1	RSAU_000506	554195..555271	AGU54357.1	branched-chain amino acid aminotransferase	+	554195	555271	512549	557740	45191	PASN	-	Gene within gap
AGU54358.1	RSAU_000507	555523..556206	AGU54358.1	haloacid dehalogenase-like hydrolase	+	555523	556206	512549	557740	45191	PASN	-	Gene within gap
AGU54359.1	RSAU_000508	complement(556322..556984)	AGU54359.1	deoxyadenosine kinase, putative	-	556322	556984	512549	557740	45191	PASN	-	Gene within gap
AGU54360.1	RSAU_000509	complement(556977..557594)	AGU54360.1	deoxynucleoside kinase	-	556977	557594	512549	557740	45191	PASN	-	Gene within gap
AGU54361.1	RSAU_000510	557661..558131	AGU54361.1	nucleoside deaminase, putative	+	557661	558131	512549	557740	45191	PASN	-	Gene start in gap
AGU54458.1	RSAU_000620	669207..669557	AGU54458.1	staphylococcal complement inhibitor SCIN	+	669207	669557	668568	706865	38297	PASN	-	Gene within gap
AGU54459.1	RSAU_000621	669839..671485	AGU54459.1	ISSau3 transposase, putative	+	669839	671485	668568	706865	38297	PASN	-	Gene within gap
AGU54460.1	RSAU_000622	672981..673814	AGU54460.1	YitT family protein, putative	+	672981	673814	668568	706865	38297	PASN	-	Gene within gap
AGU54461.1	RSAU_000623	674104..674892	AGU54461.1	ferrichrome transport ATP-binding protein, putative	+	674104	674892	668568	706865	38297	PASN	-	Gene within gap
AGU54462.1	RSAU_000624	674928..675932	AGU54462.1	ferrichrome transport permease, putative	+	674928	675932	668568	706865	38297	PASN	-	Gene within gap
AGU54463.1	RSAU_000625	675929..676945	AGU54463.1	ferrichrome transport permease, putative	+	675929	676945	668568	706865	38297	PASN	-	Gene within gap
AGU54464.1	RSAU_000626	677179..678147	AGU54464.1	dihydroxyacetone kinase, subunit K, putative	+	677179	678147	668568	706865	38297	PASN	-	Gene within gap
AGU54465.1	RSAU_000627	678189..678773	AGU54465.1	dihydroxyacetone kinase, phosphatase subunit L, putative	+	678189	678773	668568	706865	38297	PASN	-	Gene within gap
AGU54466.1	RSAU_000628	678766..679128	AGU54466.1	dihydroxyacetone kinase, phosphotransfer subunit, putative	+	678766	679128	668568	706865	38297	PASN	-	Gene within gap
AGU54467.1	RSAU_000629	679244..679741	AGU54467.1	hypothetical protein	+	679244	679741	668568	706865	38297	PASN	-	Gene within gap
AGU54468.1	RSAU_000630	680197..681264	AGU54468.1	putative membrane protein	+	680197	681264	668568	706865	38297	PASN	-	Gene within gap
AGU54469.1	RSAU_000631	681415..682458	AGU54469.1	esterase/lipase putative	+	681415	682458	668568	706865	38297	PASN	-	Gene within gap
AGU54470.1	RSAU_000632	682830..683216	AGU54470.1	hypothetical protein	+	682830	683216	668568	706865	38297	PASN	-	Gene within gap
AGU54471.1	RSAU_000633	complement(683423..683929)	AGU54471.1	acetyltransferase, GNAT family, putative	-	683423	683929	668568	706865	38297	PASN	-	Gene within gap
AGU54472.1	RSAU_000634	684042..684965	AGU54472.1	NAD-dependent epimerase/dehydratase, putative	+	684042	684965	668568	706865	38297	PASN	-	Gene within gap
AGU54473.1	RSAU_000635	684981..685655	AGU54473.1	two-component DNA-binding response regulator, putative	+	684981	685655	668568	706865	38297	PASN	-	Gene within gap
AGU54474.1	RSAU_000636	685648..686688	AGU54474.1	two-component sensor histidine kinase, putative	+	685648	686688	668568	706865	38297	PASN	-	Gene within gap
AGU54475.1	RSAU_000637	686832..687593	AGU54475.1	bacitracin ABC transporter ATP-binding protein, putative	+	686832	687593	668568	706865	38297	PASN	-	Gene within gap
AGU54476.1	RSAU_000638	687583..689472	AGU54476.1	bacitracin export ABC transporter permease, putative	+	687583	689472	668568	706865	38297	PASN	-	Gene within gap
AGU54477.1	RSAU_000639	690197..690814	AGU54477.1	phosphate transport regulator, putative	+	690197	690814	668568	706865	38297	PASN	-	Gene within gap
AGU54478.1	RSAU_000640	690830..691837	AGU54478.1	phosphate transporter, putative	+	690830	691837	668568	706865	38297	PASN	-	Gene within gap
AGU54479.1	RSAU_000641	complement(692423..693220)	AGU54479.1	secretory antigen SsaA-like protein	-	692423	693220	668568	706865	38297	PASN	-	Gene within gap
AGU54480.1	RSAU_000642	693581..694225	AGU54480.1	integral membrane protein that interacts with FtsH, putative	+	693581	694225	668568	706865	38297	PASN	-	Gene within gap
AGU54481.1	RSAU_000643	694923..697073	AGU54481.1	AraC/XylS family transcriptional regulator, putative	+	694923	697073	668568	706865	38297	PASN	-	Gene within gap
AGU54482.1	RSAU_000644	697219..697578	AGU54482.1	HTH-type transcriptional regulator SarX	+	697219	697578	668568	706865	38297	PASN	-	Gene within gap
AGU54483.1	RSAU_000645	697768..698484	AGU54483.1	putative DUF28-containing protein	+	697768	698484	668568	706865	38297	PASN	-	Gene within gap
AGU54484.1	RSAU_000646	698484..698957	AGU54484.1	putative Cupin superfamily protein	+	698484	698957	668568	706865	38297	PASN	-	Gene within gap
AGU54485.1	RSAU_000647	699310..699954	AGU54485.1	putative DUF402-containing protein	+	699310	699954	668568	706865	38297	PASN	-	Gene within gap
AGU54486.1	RSAU_000648	700070..700936	AGU54486.1	LysR family transcriptional regulator, putative	+	700070	700936	668568	706865	38297	PASN	-	Gene within gap
AGU54487.1	RSAU_000649	701146..702360	AGU54487.1	major facilitator superfamily protein	+	701146	702360	668568	706865	38297	PASN	-	Gene within gap
AGU54488.1	RSAU_000650	702357..702845	AGU54488.1	putative glycine-zipper protein	+	702357	702845	668568	706865	38297	PASN	-	Gene within gap
AGU54489.1	RSAU_000651	complement(702944..703633)	AGU54489.1	hypothetical protein	-	702944	703633	668568	706865	38297	PASN	-	Gene within gap
AGU54490.1	RSAU_000652	703760..704203	AGU54490.1	acetyltransferase, putative	+	703760	704203	668568	706865	38297	PASN	-	Gene within gap
AGU54491.1	RSAU_000653	704270..704647	AGU54491.1	lipoprotein, putative	+	704270	704647	668568	706865	38297	PASN	-	Gene within gap
AGU54492.1	RSAU_000654	704785..705084	AGU54492.1	hypothetical protein	+	704785	705084	668568	706865	38297	PASN	-	Gene within gap
AGU54493.1	RSAU_000655	705164..705706	AGU54493.1	acetyltransferase, putative	+	705164	705706	668568	706865	38297	PASN	-	Gene within gap
AGU54494.1	RSAU_000656	complement(705802..706368)	AGU54494.1	lysine decarboxylase family protein	-	705802	706368	668568	706865	38297	PASN	-	Gene within gap
AGU54495.1	RSAU_000657	complement(706370..706828)	AGU54495.1	YaiI/YqxD family protein	-	706370	706828	668568	706865	38297	PASN	-	Gene within gap
AGU54496.1	RSAU_000658	complement(706831..707514)	AGU54496.1	hypothetical protein	-	706831	707514	668568	706865	38297	PASN	-	Gene start in gap
AGU53964.1	RSAU_000090	99245..99952	AGU53964.1	purine nucleoside phosphorylase, putative	+	99245	99952	99115	137089	37974	PASN	-	Gene within gap
AGU53965.1	RSAU_000091	99959..101311	AGU53965.1	tetracycline resistance protein, putative	+	99959	101311	99115	137089	37974	PASN	-	Gene within gap
AGU53966.1	RSAU_000092	101392..102054	AGU53966.1	deoxyribose-phosphate aldolase, putative	+	101392	102054	99115	137089	37974	PASN	-	Gene within gap
AGU53967.1	RSAU_000093	102082..103260	AGU53967.1	phosphopentomutase, putative	+	102082	103260	99115	137089	37974	PASN	-	Gene within gap
AGU53968.1	RSAU_000094	complement(103391..104206)	AGU53968.1	phosphonate ABC transporter, permease protein	-	103391	104206	99115	137089	37974	PASN	-	Gene within gap
AGU53969.1	RSAU_000095	complement(104203..105003)	AGU53969.1	phosphonate ABC transporter, permease protein	-	104203	105003	99115	137089	37974	PASN	-	Gene within gap
AGU53970.1	RSAU_000096	complement(105005..105778)	AGU53970.1	phosphonate ABC transporter, ATP-binding protein	-	105005	105778	99115	137089	37974	PASN	-	Gene within gap
AGU53971.1	RSAU_000097	complement(105992..106948)	AGU53971.1	phosphonate ABC transporter, substrate-binding protein, putative	-	105992	106948	99115	137089	37974	PASN	-	Gene within gap
AGU53972.1	RSAU_000098	107177..108721	AGU53972.1	hypothetical protein	+	107177	108721	99115	137089	37974	PASN	-	Gene within gap
AGU53973.1	RSAU_000099	108772..110307	AGU53973.1	2,3-cyclic-nucleotide 2-phosphodiesterase, putative	+	108772	110307	99115	137089	37974	PASN	-	Gene within gap
AGU53974.1	RSAU_000100	110464..111231	AGU53974.1	hypothetical protein	+	110464	111231	99115	137089	37974	PASN	-	Gene within gap
AGU53975.1	RSAU_000101	111237..112412	AGU53975.1	putative transcriptional regulator	+	111237	112412	99115	137089	37974	PASN	-	Gene within gap
AGU53976.1	RSAU_000102	112799..115408	AGU53976.1	alcohol dehydrogenase, iron-containing	+	112799	115408	99115	137089	37974	PASN	-	Gene within gap
AGU53977.1	RSAU_000103	115803..116420	AGU53977.1	capsular polysaccharide synthesis enzyme CapA	+	115803	116420	99115	137089	37974	PASN	-	Gene within gap
AGU53978.1	RSAU_000104	116436..117122	AGU53978.1	capsular polysaccharide biosynthesis protein CapB	+	116436	117122	99115	137089	37974	PASN	-	Gene within gap
AGU53979.1	RSAU_000105	117125..117889	AGU53979.1	capsular polysaccharide biosynthesis protein CapC	+	117125	117889	99115	137089	37974	PASN	-	Gene within gap
AGU53980.1	RSAU_000106	117897..119732	AGU53980.1	capsular polysaccharide synthesis enzyme CapD	+	117897	119732	99115	137089	37974	PASN	-	Gene within gap
AGU53981.1	RSAU_000107	119722..120750	AGU53981.1	capsular polysaccharide synthesis enzyme CapE, putative	+	119722	120750	99115	137089	37974	PASN	-	Gene within gap
AGU53982.1	RSAU_000108	120763..121872	AGU53982.1	capsular polysaccharide synthesis enzyme CapF	+	120763	121872	99115	137089	37974	PASN	-	Gene within gap
AGU53983.1	RSAU_000109	121876..123000	AGU53983.1	UDP-N-acetylglucosamine 2-epimerase	+	121876	123000	99115	137089	37974	PASN	-	Gene within gap
AGU53984.1	RSAU_000110	123003..124082	AGU53984.1	capsular polysaccharide synthesis enzyme CapH	+	123003	124082	99115	137089	37974	PASN	-	Gene within gap
AGU53985.1	RSAU_000111	124075..125469	AGU53985.1	capsular polysaccharide synthesis enzyme CapI	+	124075	125469	99115	137089	37974	PASN	-	Gene within gap
AGU53986.1	RSAU_000112	125466..126023	AGU53986.1	capsular polysaccharide synthesis enzyme CapJ	+	125466	126023	99115	137089	37974	PASN	-	Gene within gap
AGU53987.1	RSAU_000113	126032..127270	AGU53987.1	capsular polysaccharide synthesis enzyme CapK	+	126032	127270	99115	137089	37974	PASN	-	Gene within gap
AGU53988.1	RSAU_000114	127304..128509	AGU53988.1	capsular polysaccharide synthesis enzyme CapL	+	127304	128509	99115	137089	37974	PASN	-	Gene within gap
AGU53989.1	RSAU_000115	128520..129077	AGU53989.1	capsular polysaccharide synthesis galactosyltransferase CapM	+	128520	129077	99115	137089	37974	PASN	-	Gene within gap
AGU53990.1	RSAU_000116	129077..129964	AGU53990.1	capsular polysaccharide synthesis UDP-glucose 4-epimerase CapN, putative	+	129077	129964	99115	137089	37974	PASN	-	Gene within gap
AGU53991.1	RSAU_000117	130018..131280	AGU53991.1	capsular polysaccharide synthesis UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase CapO, putative	+	130018	131280	99115	137089	37974	PASN	-	Gene within gap
AGU53992.1	RSAU_000118	131357..132502	AGU53992.1	capsular polysaccharide synthesis UDP-N-acetylglucosamine 2-epimerase CapP, putative	+	131357	132502	99115	137089	37974	PASN	-	Gene within gap
AGU53993.1	RSAU_000119	complement(132567..132893)	AGU53993.1	iron-regulated surface determinant I	-	132567	132893	99115	137089	37974	PASN	-	Gene within gap
AGU53994.1	RSAU_000120	complement(132900..133283)	AGU53994.1	hypothetical protein	-	132900	133283	99115	137089	37974	PASN	-	Gene within gap
AGU53995.1	RSAU_000121	133710..135197	AGU53995.1	aldehyde dehydrogenase	+	133710	135197	99115	137089	37974	PASN	-	Gene within gap
AGU53996.1	RSAU_000122	135738..136802	AGU53996.1	putative cation-efflux system membrane protein similar to CzcD	+	135738	136802	99115	137089	37974	PASN	-	Gene within gap
AGU53997.1	RSAU_000123	complement(136863..137066)	AGU53997.1	hypothetical protein	-	136863	137066	99115	137089	37974	PASN	-	Gene within gap
AGU55277.1	RSAU_001451	complement(1570839..1571813)	AGU55277.1	DNA polymerase III, delta subunit	-	1570839	1571813	1570881	1697363	126482	TSB	+	Gene end in gap
AGU55278.1	RSAU_001452	complement(1571870..1574050)	AGU55278.1	DNA internalization-related competence protein ComEC/Rec2	-	1571870	1574050	1570881	1697363	126482	TSB	+	Gene within gap
AGU55279.1	RSAU_001453	complement(1574076..1574537)	AGU55279.1	late competence deaminase protein	-	1574076	1574537	1570881	1697363	126482	TSB	+	Gene within gap
AGU55280.1	RSAU_001454	complement(1574629..1575306)	AGU55280.1	comE operon protein 1-related protein ComEA	-	1574629	1575306	1570881	1697363	126482	TSB	+	Gene within gap
AGU55281.1	RSAU_001455	complement(1575355..1576071)	AGU55281.1	methyltransferase, putative	-	1575355	1576071	1570881	1697363	126482	TSB	+	Gene within gap
AGU55282.1	RSAU_001456	complement(1576074..1576427)	AGU55282.1	iojap-related protein	-	1576074	1576427	1570881	1697363	126482	TSB	+	Gene within gap
